title,price,monthday,year,room,m2,location
YÜCEER GAYRİMENKUL'DEN DAVRAZ MAH. KULE246'DA KİRALIK 1+1 DAİRE,14.000 TL,23 Kasım,2025,1+1,55,"Kepeci
Davraz Mah."
ZAFER MAHALLESİNDE KİRALIK 2 +1 DAİRE,10.000 TL,21 Kasım,2025,2+1,120,"Anadolu
Zafer Mah."
DİNÇERGYD-B­AHÇELİEVLER MAH İYAŞA 6DK 2 ODA 1 AYRI MUTFAK 16.500₺,16.500 TL,22 Kasım,2025,1+1,60,"Anadolu
Bahçelievler Mh."
MNS GAYRİMENKULDEN KİRALIK HIZIRBEY MAH 1+1 APART,12.000 TL,20 Kasım,2025,1+1,50,"Kutlubey
Hızırbey Mh."
DİNÇER GYD-İYAŞA 4DK AKILLI MOBİLYALI 1+0 DAİRE YAKIT NET 6750₺,6.750 TL,22 Kasım,2025,Stüdyo (1+0),35,"Anadolu
Fatih Mah."
Fatih mahallesi ferah etrafı açık daire,14.000 TL,20 Kasım,2025,2+1,120,"Anadolu
Fatih Mah."
SÖYLEYİCİLERDE SIFIR 2+1 KİRALIK DAİRE,20.000 TL,21 Kasım,2025,2+1,110,"Anadolu
Muzaffer Türkeş Mh."
FK GRUP EMLAK'TAN FATİH MAH İYAŞ AVM'YE YAKIN 2+1 APART,9.500 TL,22 Kasım,2025,2+1,60,"Anadolu
Fatih Mah."
TÜRKEŞTE KİRALİK 3+1 SIFIR DAİRE,18.000 TL,20 Kasım,2025,3+1,140,"Anadolu
Muzaffer Türkeş Mh."
Isparta çarşı merkezde (Ordu evinin orda),18.000 TL,20 Kasım,2025,1+1,60,"Çelebiler
İskender Mh."
"FK GRUP EMLAK'TAN ANADOLU MAH YÜKSEK GİRİŞLİ 1+1 ,EŞYALI APART",10.000 TL,20 Kasım,2025,1+1,55,Anadolu
FK GRUP EMLAK'TAN İYAŞ AVM'YE YAKIN ARA KAT 1+1 APART,9.000 TL,20 Kasım,2025,1+1,55,"Anadolu
Bahçelievler Mh."
ISPARTA MERKEZ KESİKBAŞA YAKIN 1+1 APART,8.500 TL,19 Kasım,2025,1+1,35,"Çelebiler
İskender Mh."
ISPARTA MERKEZ MODERN EVLERDE 1+1 KİRALIK DAİRE,9.000 TL,19 Kasım,2025,1+1,50,"Anadolu
Modern Evler Mah."
Ayazmana mahallesi kiralık 4+1 dubleks daire,21.000 TL,19 Kasım,2025,4+1,180,"Çelebiler
Ayazmana Mah."
Son Kalan Ara Kat 3+1 Daire,19.000 TL,19 Kasım,2025,3+1,140,"Anadolu
Muzaffer Türkeş Mh."
ISPARTA MERKEZ GAZİ KEMAL MAH.KİRALIK APART DAİRE,8.500 TL,19 Kasım,2025,1+1,45,"Çelebiler
Gazi Kemal Mah."
MERKEZ AKSU CADDESİ ÜZERİ KİRALIK 3+1 DAİRE,19.000 TL,19 Kasım,2025,3+1,145,"Kepeci
Sermet Mah."
ZİRAAT EMLAK' TAN KİRALIK FATİH MAH. 1+0 GENİŞ LÜKS APART,10.000 TL,20 Kasım,2025,Stüdyo (1+0),50,"Anadolu
Fatih Mah."
MEYDAN AVM VE ÇARŞI MERKEZ YAKINI APART DAİRE 1+0,6.750 TL,19 Kasım,2025,Stüdyo (1+0),35,"Kutlubey
Bağlar Mh."
Çarşıda yeni üniversite yakını meydan avm arkası,9.500 TL,19 Kasım,2025,2+1,70,"Kutlubey
Bağlar Mh."
Kule 246 da Lüks Full Eşyalı Tertemiz 1+1 Daire,20.000 TL,19 Kasım,2025,1+1,58,"Kepeci
Davraz Mah."
ISPARTA MERKEZ 3+1 KİRALIK DAİRE,18.000 TL,19 Kasım,2025,3+1,165,"Çelebiler
Çelebiler Mh."
ISPARTA MERKEZ ZAFER MAH. 1+0 HERŞEY DAHİL APART.,7.000 TL,19 Kasım,2025,Stüdyo (1+0),20,"Anadolu
Bahçelievler Mh."
MODERN EVLERDE CADDE ÜZERİ KİRALIK GENİŞ FERAH 3+1 DAİRE,18.000 TL,19 Kasım,2025,3+1,150,"Anadolu
Modern Evler Mah."
ÇÜNÜR DE OKULLARA YAKIN GÜNEY CEPHE 3+1 DAİRE,21.000 TL,21 Kasım,2025,3+1,160,"Anadolu
Çünür Mh."
ısparta fatih mah 1+1 kiralık ara kat giriş apart daire,10.000 TL,20 Kasım,2025,1+1,38,"Anadolu
Fatih Mah."
MNS GAYRİMENKULDEN KİRALIK DAVRAZ MAH 2+0 ARAKAT APART,10.000 TL,20 Kasım,2025,2+0,50,"Kepeci
Davraz Mah."
MNS GAYRİMENKULDEN KİRALIK FATİH MAH SİTE İÇİ 1+1 ARAKAT APART,11.500 TL,20 Kasım,2025,1+1,50,"Anadolu
Fatih Mah."
Sahibinden 2+1 Eşyalı Daire,12.000 TL,19 Kasım,2025,2+1,100,"Kutlubey
Hızırbey Mh."
DİNÇER GYD-HIZIRBEY MAH 3+1 GENİŞ MÜSTAKİL TADINDA 15.000₺,15.000 TL,20 Kasım,2025,3+1,160,"Kutlubey
Hızırbey Mh."
BAŞKENT EMLAK'TAN AİLE UYGUN KİRALIK 3+1 DAİRE,13.000 TL,19 Kasım,2025,3+1,140,"Çelebiler
Sidre Mah."
YAĞMUR EMLAK'TAN MERKEZDE HERŞEY DAHİL KİRALIK APART,10.000 TL,21 Kasım,2025,1+1,28,"Kutlubey
Pirimehmet Mah."
sahibinden kiralık apart,13.000 TL,19 Kasım,2025,2+1,55,"Anadolu
Modern Evler Mah."
MEHMET TÖNGE MAHLLESİNDE 3+1 140 M2 SON KAT KİRALIK ŞIK DAİRE,25.000 TL,19 Kasım,2025,3+1,140,"Anadolu
Mehmet Tönge Mh."
ÇAYBOYU'NDA GÜVENLİKLİ LÜX SİTE İÇERİSİNDE KİRALIK 4+1 DAİRE,35.000 TL,20 Kasım,2025,4+1,175,"Çelebiler
Emre Mah."
ATALAR EMLAKTAN FATİH MAHALLESİ'NDE KİRALIK 3+1 DAİRE,31.000 TL,20 Kasım,2025,3+1,170,"Anadolu
Fatih Mah."
"MODERNEVLER'de LÜX 1+1, BARİDA KARŞISI, BALKONLU",14.000 TL,19 Kasım,2025,1+1,60,"Anadolu
Modern Evler Mah."
ÇARŞI MERKEZDE MUTFAĞI AYRI 1+0 APART,7.500 TL,20 Kasım,2025,Stüdyo (1+0),35,"Çelebiler
İskender Mh."
Güneş Gayrimenkul'den Hızırbeyde Full Eşyalı 3+1 Daire,15.000 TL,20 Kasım,2025,3+1,115,"Kutlubey
Işıkkent Mh."
DİNÇER GYD- MODERNEVLER MAH İYAŞA5DK 2+1 HERŞEY DAHİL 13.000₺,13.000 TL,22 Kasım,2025,2+1,60,"Anadolu
Modern Evler Mah."
Mehmet Tönge Mahallesi Cam Balkonlu 1+0 Kiralık Apart,8.000 TL,19 Kasım,2025,Stüdyo (1+0),30,"Anadolu
Mehmet Tönge Mh."
MEYDAN AVM YANI KİRALIK 1+1 APART,9.000 TL,19 Kasım,2025,1+1,50,"Tokmacık
Yayla Mah."
KİRALIK BATIKENT DAİRE,16.000 TL,19 Kasım,2025,3+1,140,"Kutlubey
Batıkent Mh."
kiralık 1+1,13.000 TL,19 Kasım,2025,1+1,60,"Kepeci
İstiklal Mh."
ÇÜNÜR ADEN KONUTTA 1+1 GENİŞ APART,11.000 TL,20 Kasım,2025,1+1,45,"Anadolu
Çünür Mh."
ISPARTA MERKEZ KESİKBAŞA YAKIN 1+1 EŞYALI KİRALIK APART,14.000 TL,19 Kasım,2025,1+1,50,"Çelebiler
İskender Mh."
ISPARTA DAVRAZ MAHALLESİ'NDE 2+0 EŞYALI KİRALIK APART,13.000 TL,19 Kasım,2025,2+0,55,"Kepeci
Davraz Mah."
Kiralık daire,14.000 TL,18 Kasım,2025,2+1,80,"Anadolu
Zafer Mah."
3+1 Fatihte Aileye Kiralık Daire,15.000 TL,18 Kasım,2025,3+1,130,"Anadolu
Fatih Mah."
SAHİBİNDEN eşyalı ADLİYE YAKINI öğrenci APARTI HERŞEY DAHİL,7.500 TL,18 Kasım,2025,Stüdyo (1+0),40,"Anadolu
Fatih Mah."
ÇARŞI MERKEZDE YAKIT/İNTERNET DAHİL KİRALIK 1+0/1+1 APARTLAR,6.000 TL,18 Kasım,2025,Stüdyo (1+0),20,"Anadolu
Sanayi Mah."
İYAŞA 5-6 DK MESAFEDE ADLİYE ÇARPRAZINDA BALKONLU 2+0 APART,12.000 TL,20 Kasım,2025,2+0,45,"Anadolu
Fatih Mah."
IYAŞ AVM 'ye YAKIN 1+0 HERŞEY DAHİL KİRALIK EŞYALI APART DAİRE,6.500 TL,19 Kasım,2025,Stüdyo (1+0),20,"Anadolu
Zafer Mah."
Sahibinden 1+1 Sıfır Lüks Apart,10.500 TL,18 Kasım,2025,1+1,45,"Anadolu
Yedişehitler Mh."
Sahibinden Kiralık Öğrenci ve Memurlara 2+1Eşyalı Balkonlu Apart,11.000 TL,18 Kasım,2025,2+1,60,"Çelebiler
İskender Mh."
MNS GAYRİENKULDEN KİRALIK MUZAFFER TÜRKEŞ MAH 4+1 SIFIRLÜKSDAİRE,36.000 TL,19 Kasım,2025,4+1,200,"Anadolu
Muzaffer Türkeş Mh."
ISPARTA MERKEZ ZAFER MAH. 3+1 DAİRE.,15.000 TL,19 Kasım,2025,3+1,135,"Anadolu
Bahçelievler Mh."
"ZİRAAT EMLAK' TAN KİRALIK MEHMET TÖNGE YOLU ÜZERİ 3+1,LÜKS DAİRE",20.000 TL,18 Kasım,2025,3+1,165,"Anadolu
Mehmet Tönge Mh."
KALE'DEN 2+1 KİRALIK APART,9.500 TL,18 Kasım,2025,2+1,45,"Anadolu
Yedişehitler Mh."
kiralık daire,20.000 TL,18 Kasım,2025,3+1,135,"Çelebiler
Halıkent Mh."
ÖZKANLAR KAVŞAĞI ÖZEL ISPARTA HASTANESİ YANI KİARALIK,15.000 TL,18 Kasım,2025,1+1,60,"Anadolu
Sanayi Mah."
sahibinden kiralık daire,18.000 TL,18 Kasım,2025,3+1,145,"Çelebiler
Ayazmana Mah."
İYAŞ YAKINI KİRALİK 2+0 APART,9.000 TL,20 Kasım,2025,2+0,45,"Anadolu
Fatih Mah."
TIP FAKÜLTESİNE YÜRÜME MESAFESİNDE,11.000 TL,18 Kasım,2025,1+1,50,"Anadolu
Çünür Mh."
SAHİBİNDEN 1+1 KIZ ÖĞRENCİYE YAKIT+İNT+AİDAT DAHİL,6.000 TL,18 Kasım,2025,1+1,55,"Anadolu
Fatih Mah."
Gülevler Mah. 3+1net 145m2 2.kat güney Cephe Sahibinden Kiralık,21.000 TL,18 Kasım,2025,3+1,155,"Çelebiler
Gülevler Mh."
Çünür life da kiralık apart daire,10.000 TL,19 Kasım,2025,1+1,50,"Anadolu
Çünür Mh."
FATİH 'te LÜKS BALKONLU SIFIR EŞYALI 1+1 KİRALIK APART DAİRE,12.750 TL,19 Kasım,2025,1+1,45,"Anadolu
Fatih Mah."
ISPARTA MERKEZ HALIKENT CAMİ YAKINI 3+1 KİRALIK DAİRE,13.000 TL,18 Kasım,2025,3+1,135,"Çelebiler
Halıkent Mh."
Güneş Gayrimenkul'den Işıkkent Mh 2+1 Giriş Kat Daire,16.750 TL,20 Kasım,2025,2+1,125,"Kutlubey
Işıkkent Mh."
Sahibinden doğalgazlı 3.kat kiralık,14.750 TL,18 Kasım,2025,3+1,130,"Anadolu
Zafer Mah."
DEREGÜMÜNDE KİRALIK GENİŞ FERAH CADDE ÜZERİNDE 3+1 DAİRE,20.000 TL,18 Kasım,2025,3+1,150,"Anadolu
Fatih Mah."
Kiralık Bahçe Katı Daire,12.500 TL,18 Kasım,2025,2+1,120,"Kutlubey
Işıkkent Mh."
FK GRUP EMLAK'TAN DEREGÜMÜ'DE MÜSTAKİL EV 3+1 DOĞALGAZLI EŞYASIZ,10.000 TL,18 Kasım,2025,3+1,150,"Köyler
Deregümü Köyü"
ÇÜNÜR MAHALLESİ KİRALIK LOFT DAİRE,13.000 TL,18 Kasım,2025,Stüdyo (1+0),58,"Anadolu
Çünür Mh."
Isparta Merkez çünür'de 3+1 sıfır kiralık daire,25.000 TL,20 Kasım,2025,3+1,150,"Anadolu
Çünür Mh."
MODERN EVLER MAHALLESİ KİRALIK LÜKS 3+1 DAİRE,25.000 TL,12 Kasım,2025,3+1,168,"Anadolu
Modern Evler Mah."
Isparta Merkez Fatihte 3+1 Kiralık Daire,10.000 TL,18 Kasım,2025,3+1,125,"Anadolu
Fatih Mah."
KİRALIK 2+1 APART,13.000 TL,17 Kasım,2025,2+1,60,"Anadolu
Çünür Mh."
İstiklal mahallesinde sahibinden 3+1 kiralık daire,14.000 TL,17 Kasım,2025,3+1,100,"Kepeci
İstiklal Mh."
Sahibinden Halıkentte kiralık daire,17.000 TL,17 Kasım,2025,3+1,140,"Çelebiler
Halıkent Mh."
Bodrum kat kiralık müstakil,13.000 TL,17 Kasım,2025,3+1,95,"Anadolu
Fatih Mah."
geniş 2+1 daire Işıkkent mah.,13.000 TL,17 Kasım,2025,2+1,115,"Kutlubey
Işıkkent Mh."
BAHÇELİ EVLER MAHALLESİNDE KİRALIK AAPART,9.500 TL,17 Kasım,2025,1+1,55,"Anadolu
Bahçelievler Mh."
Kiralık Daire,14.000 TL,17 Kasım,2025,2+1,120,"Anadolu
Muzaffer Türkeş Mh."
Meydan Avm'ye 1 dk Uzaklıkta 1+1 Eşyalı Apart,15.000 TL,17 Kasım,2025,1+1,80,"Tokmacık
Yayla Mah."
Kiralık daire,20.000 TL,17 Kasım,2025,3+1,130,"Kepeci
Karaağaç Mh."
FATİH MAHALLESİ'NDE SIFIR LÜX KİRALIK 1+1 APART,12.000 TL,21 Kasım,2025,1+1,50,"Anadolu
Fatih Mah."
KALE'DEN 2+1 KİRALIK ARA KAT APART,13.000 TL,18 Kasım,2025,2+1,50,"Anadolu
Yedişehitler Mh."
ISPARTA MERKEZ ORDU EVİNE YAKIN 2+1 EŞYLALI KİRALIK APART,15.000 TL,19 Kasım,2025,2+1,60,"Çelebiler
İskender Mh."
MERKEZDE KİRALIK APART,9.750 TL,17 Kasım,2025,2+1,60,"Anadolu
Bahçelievler Mh."
DİNÇER GYD-İYAŞA 5DK SİTE İÇİ B.MAKİNELİ 1+1 AİDAT NET 15.000₺,15.000 TL,20 Kasım,2025,1+1,47,"Anadolu
Fatih Mah."
DİNÇER GYD-ÖZKANLAR CADDE DİBİ CAM BALKON 2+1 HERŞEY DHL 16.000₺,16.000 TL,20 Kasım,2025,2+1,60,"Anadolu
Bahçelievler Mh."
Pirimehmet mahallesinde kiralık 3+1 bahçe katı,9.500 TL,17 Kasım,2025,3+1,120,"Kutlubey
Pirimehmet Mah."
ÇELİKEV GAYRİMENKUL'DEN İYAŞ AVM'YE 2 DK HER ŞEY DAHİL 2+1 APART,18.000 TL,19 Kasım,2025,2+1,55,"Anadolu
Bahçelievler Mh."
SİTE İÇİNDE GÜNEY CEPHE 3+1 LÜKS DAİRE,22.000 TL,15 Kasım,2025,3+1,156,"Anadolu
Çünür Mh."
BYZ GAYRİMENKULDEN KULE246'DA EŞYALI 2+1,30.000 TL,17 Kasım,2025,2+1,92,"Kepeci
Davraz Mah."
HERŞEY DAHİL APART,8.000 TL,18 Kasım,2025,Stüdyo (1+0),30,"Anadolu
Fatih Mah."
ISPARTA ÜNİKENT SİTESİNDE KİRALIK 2+1,10.000 TL,17 Kasım,2025,2+1,90,"Anadolu
Mehmet Tönge Mh."
KİRALIK BALKONLU 2+1,10.000 TL,18 Kasım,2025,2+1,55,"Kutlubey
Pirimehmet Mah."
HALIKENT MAHALLESİ AYAZMANA KİRALIK 3+1 DAİRE UYDUKENT,16.500 TL,17 Kasım,2025,3+1,140,"Çelebiler
Ayazmana Mah."
BYZ GAYRİMENKULDEN ŞEHİR MERKEZİNDE 2+1 KİRALIK,11.500 TL,17 Kasım,2025,2+1,100,"Kutlubey
Pirimehmet Mah."
GEF GAYRİMENKUL'den MUZAFFER TÜRKEŞ MAH. SİTE İÇİ KİRALIK 3+1,20.500 TL,17 Kasım,2025,3+1,135,"Anadolu
Muzaffer Türkeş Mh."
LİDER EMLAK-Yakıt internet dahil 3.Kat 1+1 11.000₺,11.000 TL,17 Kasım,2025,1+1,45,"Anadolu
Zafer Mah."
AYAZMANA MAH.ARAKAT 3+1,21.500 TL,17 Kasım,2025,3+1,165,"Çelebiler
Ayazmana Mah."
MODERN EVLERDE KİRALIK GENİŞ FERAH BALKONLU 1+1 APART,13.000 TL,18 Kasım,2025,1+1,52,"Anadolu
Modern Evler Mah."
Şahin Emlaktan Isparta Merkez Emre mahall. kiralık 3+1 Daire,15.000 TL,17 Kasım,2025,3+1,150,"Çelebiler
Emre Mah."
32 ARTIBİR EMLAKTAN IŞIKKENT MAHALLESİ'NDE FULL BAKIMLI ARAKAT,25.000 TL,17 Kasım,2025,3+1,150,"Kutlubey
Işıkkent Mh."
ISPARTA MERKEZ İYAŞA 15 DAKİKA KİRALIK EŞYALI GENİŞ 1+0 APART,8.000 TL,17 Kasım,2025,Stüdyo (1+0),40,"Anadolu
Zafer Mah."
Fatihte 2+1 KİRALIK APART DAİRE,12.500 TL,17 Kasım,2025,2+1,60,"Anadolu
Fatih Mah."
FKGRUP EMLAK'TAN FATİH MAH ÇATI KAT TERASLI 2+1 İYAŞ AVM'YE YANI,6.000 TL,20 Kasım,2025,2+1,85,"Anadolu
Fatih Mah."
FATİH MAH KİRALIK İÇİ SIFIR TADİLATLI TEMİZ DAİRE,15.000 TL,17 Kasım,2025,3+1,135,"Anadolu
Fatih Mah."
FATİH MAHALLESİ'NDE KİRALIK 2+1 EŞYALI DAİRE,12.500 TL,19 Kasım,2025,2+1,75,"Anadolu
Fatih Mah."
ÖZKANLARDA ÇOK GENİŞ KİRALIK 1+1 ARAKAT APART,10.000 TL,19 Kasım,2025,1+1,50,"Anadolu
Bahçelievler Mh."
ATALAR EMLAKTAN KİRALIK 1+1 LÜKS APART,15.000 TL,18 Kasım,2025,1+1,55,"Anadolu
Fatih Mah."
Sahibinden ACİL KİRALIK İyaş AVM Yakını Eşyalı+ Balkonlu Apart,16.800 TL,16 Kasım,2025,1+1,60,"Anadolu
Fatih Mah."
ISPARTA MERKEZ FATİH MAH. 3+1 KİRALIK DAİRE,10.000 TL,21 Kasım,2025,3+1,135,"Anadolu
Fatih Mah."
MÜKEMMEL KONUMDA İYAŞ'A 400 METRE 1+0 EŞYALI DAİRE,5.750 TL,16 Kasım,2025,Stüdyo (1+0),30,"Anadolu
Fatih Mah."
IYAŞPARK AVM KARŞISI KİRALIK DAİRE,27.000 TL,20 Kasım,2025,3+1,155,"Anadolu
Fatih Mah."
kiralık 1+1 apart,13.500 TL,16 Kasım,2025,1+1,60,"Anadolu
Bahçelievler Mh."
ISPARTA MERKEZ FATİH MAH. 3+1 B.KATI 125M2 D.GAZLI KİRALIK DAİRE,10.000 TL,16 Kasım,2025,3+1,145,"Anadolu
Fatih Mah."
,,,,,,
KİRALIK 1+1 APART,14.000 TL,17 Kasım,2025,1+1,50,"Anadolu
Çünür Mh."
Sıfır Site İçerisinde Daire,18.500 TL,16 Kasım,2025,3+1,135,"Anadolu
Muzaffer Türkeş Mh."
ÇÜNÜR PARS YAŞAMDA 1+1 EŞYALI SAHİBİNDEN,12.500 TL,16 Kasım,2025,1+1,55,"Anadolu
Çünür Mh."
ADARLAR SİTESİ KİRALIK 1+1 APART,19.000 TL,16 Kasım,2025,1+1,70,"Anadolu
Modern Evler Mah."
ISPARTA MERKEZ ORDU EVİNE YAKIN 1+0 KİRALIK EŞYALI APART,7.500 TL,19 Kasım,2025,Stüdyo (1+0),30,"Çelebiler
İskender Mh."
ÇARŞI MERKEZDE GENİŞ 3+1 KİRALIK DAİRE,19.500 TL,17 Kasım,2025,3+1,140,"Tokmacık
Yayla Mah."
ÇELİKEV GAYRİMENKUL'DEN FATİHTE ARAKAT CAM BALKONLU 2+1 APART,13.000 TL,17 Kasım,2025,2+1,55,"Anadolu
Fatih Mah."
Isparta Merkez. Özkanlar Kavşağı. 1+0 Apart. Balkonlu,9.000 TL,16 Kasım,2025,Stüdyo (1+0),30,"Kutlubey
Pirimehmet Mah."
Çünür mah 2+1 Apart/Büro Eşyasızdır istenirse eşya eklenecektir,11.000 TL,16 Kasım,2025,2+1,60,"Anadolu
Çünür Mh."
Sahibinden 1+1 Apart,9.999 TL,16 Kasım,2025,1+1,40,"Anadolu
Modern Evler Mah."
İSTİKLAL MAHALLESİ 3+1 SAHİBİNDEN KİRALIK DAİRE,21.500 TL,16 Kasım,2025,3+1,130,"Kepeci
İstiklal Mh."
Sahibinden kiralık 1+0,7.000 TL,16 Kasım,2025,Stüdyo (1+0),40,"Anadolu
Fatih Mah."
Çünür de Sahibinden kiralık apart.,15.500 TL,16 Kasım,2025,2+0,65,"Anadolu
Çünür Mh."
SAHİBİNDEN 1+1 Fatih Mah İyaş Avm Ye İstanbul Cd. 3 Dk.,12.000 TL,16 Kasım,2025,1+1,48,"Anadolu
Fatih Mah."
DİNÇER GYD- MODERNEVLER MAH İYAŞA 1 DAKİKA ARA KAT BALKONLU 2+1,13.000 TL,20 Kasım,2025,2+1,65,"Anadolu
Modern Evler Mah."
Isparta Fatih Mah. Sahibinden 2+1 Kiralık Daire Aile Apartmanı,12.000 TL,16 Kasım,2025,2+1,120,"Anadolu
Fatih Mah."
ISPARTA MERKEZ HASTANE CAD. KİRALIK 3+1 DAİRE,20.000 TL,16 Kasım,2025,3+1,145,"Çelebiler
Turan Mah."
HIZIRBEY'DE KİRALIK DAİRE,13.000 TL,16 Kasım,2025,2+1,100,"Kutlubey
Hızırbey Mh."
MEYDAN AVM ÜSTÜ MÜSTAKİL TADINDA AİLEYE KİRALIK 2+1 DAİRE,9.500 TL,16 Kasım,2025,2+1,90,"Kutlubey
Bağlar Mh."
Bağlar da 45 m2 B.kat 2+1 eşyalı Apart,8.500 TL,16 Kasım,2025,2+1,45,"Kutlubey
Bağlar Mh."
İYAŞ AVM ÜZERİ 1+1 APART DAİRE HERŞEY DAHİL,12.000 TL,17 Kasım,2025,1+1,50,"Anadolu
Bahçelievler Mh."
İSTİKLAL MAHALLESİ'NDE 2+1 KİRALIK DAİRE,9.500 TL,17 Kasım,2025,2+1,90,"Kepeci
İstiklal Mh."
ISPARTA KEPECİ'DE EŞYALI KİRALIK 2+0 APART DAİRE,12.500 TL,17 Kasım,2025,2+0,45,Kepeci
ÖZKANLAR'da OFİSE UYGUN 1+1 BALKONLU KİRALIK EŞYASIZ APART DAİRE,12.500 TL,17 Kasım,2025,1+1,40,"Kutlubey
Pirimehmet Mah."
YAKIT İNTERNET DAHİL LÜKS KİRALIK 1+1 APART,15.000 TL,16 Kasım,2025,1+1,55,"Anadolu
Fatih Mah."
LİDER EMLAK Zafer mah geniş 1+1 apart yakıt İnt dahil 11.000₺,11.000 TL,17 Kasım,2025,1+1,55,"Anadolu
Zafer Mah."
ISPARTA MERKEZ GÜLKENT LİSESİNE YAKIN 2+1 EŞYALI KİRALIK APART,10.000 TL,17 Kasım,2025,2+1,50,"Kepeci
Sermet Mah."
FATİH MAH 2+1 APART DAİRE,11.000 TL,16 Kasım,2025,2+1,45,"Anadolu
Fatih Mah."
"Yedişehitler de eşyalı, 25 m2 ,katta 1+0, apart",6.750 TL,15 Kasım,2025,Stüdyo (1+0),25,"Anadolu
Yedişehitler Mh."
ÇARŞI MERKEZ DE 2+1 HERŞEY DAHİL,8.500 TL,17 Kasım,2025,2+1,55,"Çelebiler
İskender Mh."
KİRALIK 3+1 3. kat sahibinden,21.999 TL,15 Kasım,2025,3+1,125,"Çelebiler
Ayazmana Mah."
OKÇU EMLAKTAN ÇARŞI MERKEZDE KİRALIK 70 M2 EŞYASIZ APART DAİRE,8.000 TL,15 Kasım,2025,2+1,75,"Kutlubey
Pirimehmet Mah."
PARLAİS EMLAKTN İYAŞ MEVKİ KİRALIK 2+1 ULTRA LÜX APART DAİRE,29.500 TL,15 Kasım,2025,2+1,55,"Anadolu
Fatih Mah."
Aile Binasında Kiralık Daire,9.900 TL,15 Kasım,2025,2+1,120,"Anadolu
Fatih Mah."
ZAFER MAH EŞYALI KİRALIK BAHÇE KAT,10.000 TL,15 Kasım,2025,2+0,90,"Anadolu
Zafer Mah."
ISPARTA MERKEZ ORDU EVİNE YAKIN 2+1 KİRALIK APART,12.000 TL,19 Kasım,2025,2+1,55,"Çelebiler
İskender Mh."
FK GRUP EMLAK'TAN MODERNEVLER MAH ARA KAT 2+1 APART,11.000 TL,17 Kasım,2025,2+1,60,"Anadolu
Modern Evler Mah."
HAN EMLAKTAN AKSU CAD 3+1 LUKS DAIRE,18.000 TL,15 Kasım,2025,2+1,140,Kepeci
ISPARTA MERKEZ ORDU EVİNE YAKIN 2+1 KİRALIK APART,12.000 TL,19 Kasım,2025,2+1,55,"Kepeci
Sermet Mah."
lüks apart,20.000 TL,15 Kasım,2025,Stüdyo (1+0),35,"Anadolu
Yedişehitler Mh."
"Kiralık Daire, 2+1, Eşyalı, Otobüs Durağına ve Çarşıya Yakın.",11.500 TL,17 Kasım,2025,2+1,65,"Kutlubey
Pirimehmet Mah."
Sahibinden Eşyalı Çarşı Merkezde Temiz Kiralık Apart Daire,12.000 TL,15 Kasım,2025,2+0,65,"Kutlubey
Pirimehmet Mah."
Dr. Bartidastan Yeni AVM Yanı Kiralık,9.900 TL,15 Kasım,2025,1+1,55,"Kutlubey
Pirimehmet Mah."
DİNÇER GYD-MODERNEVLER BALKONLU 2 ODA 1 MUTFAK YAKIT NET 12.500₺,12.500 TL,20 Kasım,2025,2+1,55,"Anadolu
Modern Evler Mah."
ISPARTA APART KİRALIK HERŞEY DAHİL ASANSÖRLÜ OTOPARKLI,7.000 TL,15 Kasım,2025,Stüdyo (1+0),50,"Anadolu
Yedişehitler Mh."
Sahibinden 3+1 Ayrı Mutfak Ebeveyn banyolu kilerli daire,25.000 TL,15 Kasım,2025,3+1,170,"Anadolu
Çünür Mh."
ISPARTA MERKEZ ÇÜNÜR MAHALLESİ KİRALIK DAİRE,12.000 TL,15 Kasım,2025,1+1,42,"Anadolu
Çünür Mh."
"LÜKS ASANSÖRLÜ 2+1 DAİRE AVM, ŞEHİR HASTANESİ YAKINI YENİ BİNADA",10.500 TL,15 Kasım,2025,2+1,40,Anadolu
MODERN EVLER MAHALLESİ KİRALIK 3+1 BAHÇE KATI,15.000 TL,16 Kasım,2025,3+1,150,"Anadolu
Modern Evler Mah."
ERGÜLSOLAK EMLAKTAN YENİ ADLİYE KARŞISINDA KİRALIK APART,10.000 TL,15 Kasım,2025,2+0,40,"Anadolu
Fatih Mah."
DAVRAZ MAHALLESİ KULE 246 DA GÜNEY CEPHELİ GENİŞ FERAH 3+1 DAİRE,23.000 TL,15 Kasım,2025,3+1,145,"Kepeci
Davraz Mah."
2+1 lüx stüdyo daire eşyalı,25.500 TL,18 Kasım,2025,2+1,88,"Anadolu
Çünür Mh."
LİDER EMLAK Herşey dahil Fatih mah geniş 1+0 apart 11.000₺,11.000 TL,17 Kasım,2025,Stüdyo (1+0),40,"Anadolu
Fatih Mah."
32 ARTIBİR EMLAKTAN ÇÜNÜR TOKİDE 2+1 ARAKAT DAİRE,13.000 TL,21 Kasım,2025,2+1,85,"Anadolu
Çünür Mh."
IYAŞ AVM YE YÜRÜME MESAFESİNDE 1+1 CAM BALKONLU APART,10.000 TL,15 Kasım,2025,1+1,50,"Anadolu
Yedişehitler Mh."
ÇÜNÜR MAHALLESİNDE PAZAR ALANININ ALTINDA 2+1 EŞYALI APART,15.000 TL,17 Kasım,2025,2+1,50,"Anadolu
Çünür Mh."
